Category,City,Country,Customer_ID,Customer_Name,Discount,Order_Date,Order_ID,Order_Priority,Product_ID,Product_Name,Profit,Quantity,Region,Segment,Ship_Date,Ship_Mode,Shipping_Cost,Sub_Category,weeknum
Office Supplies,New York City,United States,SH-203954,Shahid Hopkins,0.0,2014-08-07 00:00:00.000,CA-2014-168172,High,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",21.036,4,East,Consumer,2014-08-11 00:00:00.000,Standard Class,6.78,Supplies,32
Office Supplies,New York City,United States,AC-106154,Ann Chong,0.0,2014-09-03 00:00:00.000,CA-2014-157987,High,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,3.7642,1,East,Corporate,2014-09-07 00:00:00.000,Standard Class,1.39,Appliances,36
Office Supplies,New York City,United States,AC-106154,Ann Chong,0.0,2014-09-03 00:00:00.000,CA-2014-157987,High,OFF-LA-10001641,Avery 518,9.072,6,East,Corporate,2014-09-07 00:00:00.000,Standard Class,1.56,Labels,36
Office Supplies,New York City,United States,SV-203654,Seth Vernon,0.0,2014-09-21 00:00:00.000,CA-2014-100111,Medium,OFF-FA-10000304,Advantus Push Pins,1.7876,2,East,Consumer,2014-09-27 00:00:00.000,Standard Class,0.26,Fasteners,39
Office Supplies,New York City,United States,KW-164354,Katrina Willman,0.0,2014-09-26 00:00:00.000,CA-2014-144904,Medium,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",9.936,2,East,Consumer,2014-10-02 00:00:00.000,Standard Class,0.74,Labels,39
Office Supplies,New York City,United States,CR-127304,Craig Reiter,0.0,2014-10-14 00:00:00.000,CA-2014-116519,High,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,253.372,5,East,Consumer,2014-10-16 00:00:00.000,First Class,137.82,Appliances,42
Office Supplies,New York City,United States,RB-194654,Rick Bensley,0.0,2014-10-21 00:00:00.000,CA-2014-104822,Critical,OFF-LA-10002034,Avery 478,12.0295,5,East,Home Office,2014-10-21 00:00:00.000,Same Day,11.35,Labels,43
Office Supplies,New York City,United States,TA-213854,Tom Ashbrook,0.0,2014-10-23 00:00:00.000,CA-2014-127180,High,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,28.755,5,East,Home Office,2014-10-25 00:00:00.000,First Class,8.52,Envelopes,43
Office Supplies,New York City,United States,LO-171704,Lori Olson,0.0,2014-10-29 00:00:00.000,CA-2014-118367,Medium,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",23.99,2,East,Corporate,2014-11-03 00:00:00.000,Second Class,3.14,Envelopes,44
Office Supplies,New York City,United States,JD-161504,Justin Deggeller,0.0,2014-11-20 00:00:00.000,CA-2014-168858,High,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,626.185,7,East,Corporate,2014-11-24 00:00:00.000,Standard Class,235.83,Appliances,47
Office Supplies,New York City,United States,JD-161504,Justin Deggeller,0.0,2014-11-20 00:00:00.000,CA-2014-168858,High,OFF-EN-10001415,Staples,8.37,3,East,Corporate,2014-11-24 00:00:00.000,Standard Class,2.25,Envelopes,47
Office Supplies,New York City,United States,KA-165254,Kelly Andreada,0.0,2014-11-25 00:00:00.000,CA-2014-168641,Low,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,78.9412,2,East,Consumer,2014-12-02 00:00:00.000,Standard Class,13.81,Envelopes,48
Office Supplies,New York City,United States,FG-142604,Frank Gastineau,0.0,2014-11-27 00:00:00.000,CA-2014-155607,Medium,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,14.6825,7,East,Home Office,2014-12-01 00:00:00.000,Standard Class,2.3,Appliances,48
Office Supplies,New York City,United States,DG-133004,Deirdre Greer,0.0,2014-11-29 00:00:00.000,CA-2014-123372,Medium,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",35.982,2,East,Corporate,2014-12-03 00:00:00.000,Standard Class,6.75,Envelopes,48
Office Supplies,New York City,United States,CS-124604,Chuck Sachs,0.0,2014-12-04 00:00:00.000,CA-2014-148691,Medium,OFF-LA-10001317,Avery 520,1.512,1,East,Consumer,2014-12-10 00:00:00.000,Standard Class,0.18,Labels,49
Office Supplies,New York City,United States,BF-110804,Bart Folk,0.0,2014-12-06 00:00:00.000,CA-2014-117128,High,OFF-LA-10000248,Avery 52,5.2029,3,East,Consumer,2014-12-09 00:00:00.000,Second Class,1.38,Labels,49
Office Supplies,New York City,United States,CS-119504,Carlos Soltero,0.0,2014-12-06 00:00:00.000,US-2014-126053,Medium,OFF-LA-10003766,Self-Adhesive Removable Labels,4.536,3,East,Consumer,2014-12-09 00:00:00.000,First Class,1.77,Labels,49
Office Supplies,New York City,United States,SM-209504,Suzanne McNair,0.0,2014-12-06 00:00:00.000,CA-2014-105235,Medium,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,68.823,5,East,Corporate,2014-12-12 00:00:00.000,Standard Class,20.52,Appliances,49
Office Supplies,New York City,United States,DJ-136304,Doug Jacobs,0.0,2014-12-19 00:00:00.000,CA-2014-115602,Medium,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,511.368,13,East,Consumer,2014-12-25 00:00:00.000,Standard Class,163.94,Appliances,51
Office Supplies,New York City,United States,RF-198404,Roy Französisch,0.0,2014-12-25 00:00:00.000,CA-2014-117933,High,OFF-AP-10004249,Staples,9.6957,3,East,Consumer,2014-12-30 00:00:00.000,Standard Class,4.2,Appliances,52
Office Supplies,New York City,United States,JF-154154,Jennifer Ferguson,0.0,2014-12-29 00:00:00.000,CA-2014-164826,Low,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,6.4216,4,East,Consumer,2015-01-05 00:00:00.000,Standard Class,1.11,Fasteners,53
Office Supplies,New York City,United States,JF-154154,Jennifer Ferguson,0.0,2014-12-29 00:00:00.000,CA-2014-164826,Low,OFF-LA-10001297,Avery 473,34.776,7,East,Consumer,2015-01-05 00:00:00.000,Standard Class,7.8,Labels,53
Office Supplies,New York City,United States,MC-178454,Michael Chen,0.0,2014-12-30 00:00:00.000,US-2014-102638,High,OFF-FA-10002988,Ideal Clamps,2.9547,3,East,Consumer,2015-01-01 00:00:00.000,First Class,0.43,Fasteners,53
Office Supplies,New York City,United States,SG-208904,Susan Gilcrest,0.0,2011-03-30 00:00:00.000,US-2011-105151,Critical,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",2.94,5,East,Corporate,2011-03-31 00:00:00.000,First Class,1.03,Art,14
Office Supplies,New York City,United States,CS-118604,Cari Schnelling,0.0,2011-06-30 00:00:00.000,US-2011-121566,Medium,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.904,3,East,Consumer,2011-07-06 00:00:00.000,Standard Class,0.2,Art,27
Office Supplies,New York City,United States,BF-109754,Barbara Fisher,0.0,2011-07-14 00:00:00.000,CA-2011-109904,Medium,OFF-AR-10004999,Newell 315,4.485,3,East,Corporate,2011-07-17 00:00:00.000,Second Class,1.81,Art,29
Office Supplies,New York City,United States,EM-140654,Erin Mull,0.0,2011-07-22 00:00:00.000,CA-2011-127691,High,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",1.6688,2,East,Consumer,2011-07-27 00:00:00.000,Standard Class,0.71,Art,30
Office Supplies,New York City,United States,SP-206504,Stephanie Phelps,0.0,2011-08-05 00:00:00.000,CA-2011-110065,Medium,OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",7.0224,7,East,Corporate,2011-08-11 00:00:00.000,Standard Class,1.66,Art,32
Office Supplies,New York City,United States,KD-163454,Katherine Ducich,0.0,2011-09-02 00:00:00.000,US-2011-138828,Critical,OFF-AR-10000658,Newell 324,16.17,5,East,Consumer,2011-09-03 00:00:00.000,First Class,16.87,Art,36
Office Supplies,New York City,United States,CL-125654,Clay Ludtke,0.0,2011-09-02 00:00:00.000,CA-2011-127936,High,OFF-AR-10002445,SANFORD Major Accent Highlighters,8.0712,3,East,Consumer,2011-09-04 00:00:00.000,First Class,3.6,Art,36
Office Supplies,New York City,United States,PP-189554,Paul Prost,0.0,2011-09-08 00:00:00.000,CA-2011-146815,Medium,OFF-AR-10003469,Nontoxic Chalk,1.6896,2,East,Home Office,2011-09-13 00:00:00.000,Standard Class,0.4,Art,37
Office Supplies,New York City,United States,DC-128504,Dan Campbell,0.0,2011-09-13 00:00:00.000,CA-2011-145212,Medium,OFF-AR-10002833,Newell 322,1.4742,3,East,Consumer,2011-09-19 00:00:00.000,Standard Class,0.54,Art,38
Office Supplies,New York City,United States,SL-201554,Sara Luxemburg,0.0,2011-09-21 00:00:00.000,CA-2011-124513,Medium,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,17.1678,3,East,Home Office,2011-09-25 00:00:00.000,Standard Class,2.95,Art,39
Office Supplies,New York City,United States,AS-100904,Adam Shillingsburg,0.0,2011-09-22 00:00:00.000,CA-2011-156160,Medium,OFF-AR-10003876,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",5.7376,4,East,Consumer,2011-09-29 00:00:00.000,Standard Class,1.16,Art,39
Office Supplies,New York City,United States,BG-116954,Brooke Gillingham,0.0,2012-01-05 00:00:00.000,CA-2012-108588,Medium,OFF-AR-10001615,Newell 34,15.4752,3,East,Corporate,2012-01-10 00:00:00.000,Standard Class,3.85,Art,1
Office Supplies,New York City,United States,JK-156404,Jim Kriz,0.0,2012-03-16 00:00:00.000,US-2012-150231,High,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,6.3072,3,East,Home Office,2012-03-20 00:00:00.000,Second Class,3.53,Art,11
Office Supplies,New York City,United States,NF-185954,Nicole Fjeld,0.0,2012-04-04 00:00:00.000,CA-2012-110667,Medium,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,4.3524,2,East,Home Office,2012-04-08 00:00:00.000,Standard Class,0.2,Art,14
Office Supplies,New York City,United States,JM-155354,Jessica Myrick,0.0,2012-04-17 00:00:00.000,CA-2012-148712,Medium,OFF-AR-10000614,Barrel Sharpener,2.7846,3,East,Consumer,2012-04-23 00:00:00.000,Standard Class,0.44,Art,16
Office Supplies,New York City,United States,DB-132704,Deborah Brumfield,0.0,2012-04-24 00:00:00.000,CA-2012-118227,High,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",7.5371,1,East,Home Office,2012-04-28 00:00:00.000,Standard Class,4.02,Art,17
Office Supplies,New York City,United States,AD-101804,Alan Dominguez,0.0,2012-07-04 00:00:00.000,CA-2012-124268,Medium,OFF-AR-10004817,Colorific Watercolor Pencils,4.4892,3,East,Home Office,2012-07-08 00:00:00.000,Standard Class,0.68,Art,27
Office Supplies,New York City,United States,KC-162554,Karen Carlisle,0.0,2012-07-18 00:00:00.000,CA-2012-159590,Medium,OFF-AR-10003190,Newell 32,1.6128,2,East,Corporate,2012-07-21 00:00:00.000,First Class,0.97,Art,29
Office Supplies,New York City,United States,PO-191804,Philisse Overcash,0.0,2012-08-11 00:00:00.000,US-2012-156797,Medium,OFF-AR-10001427,Newell 330,3.1096,2,East,Home Office,2012-08-15 00:00:00.000,Standard Class,0.25,Art,32
Office Supplies,New York City,United States,RB-197054,Roger Barcio,0.0,2012-08-22 00:00:00.000,CA-2012-129854,High,OFF-AR-10000390,Newell Chalk Holder,7.5992,4,East,Home Office,2012-08-26 00:00:00.000,Standard Class,1.97,Art,34
Office Supplies,New York City,United States,BO-114254,Bobby Odegard,0.0,2012-09-10 00:00:00.000,CA-2012-136658,Medium,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,2.0672,2,East,Consumer,2012-09-17 00:00:00.000,Standard Class,0.22,Art,37
Office Supplies,New York City,United States,MP-174704,Mark Packer,0.0,2012-10-12 00:00:00.000,CA-2012-102281,Critical,OFF-AR-10003514,4009 Highlighters by Sanford,6.567,5,East,Home Office,2012-10-14 00:00:00.000,First Class,8.56,Art,41
Office Supplies,New York City,United States,MH-177854,Maya Herman,0.0,2012-11-15 00:00:00.000,CA-2012-138954,Critical,OFF-AR-10001955,Newell 319,35.712,6,East,Corporate,2012-11-17 00:00:00.000,First Class,25.13,Art,46
Office Supplies,New York City,United States,BM-116504,Brian Moss,0.0,2012-11-20 00:00:00.000,CA-2012-100454,Medium,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,16.3215,3,East,Corporate,2012-11-25 00:00:00.000,Standard Class,8.74,Art,47
Office Supplies,New York City,United States,BM-116504,Brian Moss,0.0,2012-11-20 00:00:00.000,CA-2012-100454,Medium,OFF-AR-10002578,Newell 335,3.3408,4,East,Corporate,2012-11-25 00:00:00.000,Standard Class,0.69,Art,47
Office Supplies,New York City,United States,JE-154754,Jeremy Ellison,0.0,2012-11-27 00:00:00.000,CA-2012-163762,Medium,OFF-AR-10001915,Peel-Off China Markers,12.5118,3,East,Consumer,2012-12-01 00:00:00.000,Standard Class,2.89,Art,48
Office Supplies,New York City,United States,JK-156404,Jim Kriz,0.0,2012-12-15 00:00:00.000,CA-2012-137225,Medium,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",1.4104,1,East,Home Office,2012-12-19 00:00:00.000,Standard Class,0.33,Art,50
Office Supplies,New York City,United States,DK-128354,Damala Kotsonis,0.0,2013-03-26 00:00:00.000,CA-2013-120082,High,OFF-AR-10001955,Newell 319,17.856,3,East,Corporate,2013-03-28 00:00:00.000,Second Class,8.88,Art,13
Office Supplies,New York City,United States,DW-135404,Don Weiss,0.0,2013-04-02 00:00:00.000,CA-2013-149902,High,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,22.8904,4,East,Consumer,2013-04-07 00:00:00.000,Standard Class,9.53,Art,14
Office Supplies,New York City,United States,SF-202004,Sarah Foster,0.0,2013-04-08 00:00:00.000,CA-2013-132899,Medium,OFF-AR-10002833,Newell 322,0.9828,2,East,Consumer,2013-04-12 00:00:00.000,Standard Class,0.13,Art,15
Office Supplies,New York City,United States,JL-155054,Jeremy Lonsdale,0.0,2013-04-09 00:00:00.000,CA-2013-138520,Medium,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",6.9864,4,East,Consumer,2013-04-14 00:00:00.000,Standard Class,1.04,Art,15
Office Supplies,New York City,United States,CS-124904,Cindy Schnelling,0.0,2013-04-19 00:00:00.000,CA-2013-144785,Medium,OFF-AR-10001573,American Pencil,2.0271,3,East,Corporate,2013-04-24 00:00:00.000,Standard Class,0.15,Art,16
Office Supplies,New York City,United States,KM-167204,Kunst Miller,0.0,2013-04-20 00:00:00.000,CA-2013-109666,Medium,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,1.476,2,East,Consumer,2013-04-27 00:00:00.000,Standard Class,0.18,Art,16
Office Supplies,New York City,United States,KM-167204,Kunst Miller,0.0,2013-04-20 00:00:00.000,CA-2013-109666,Medium,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,17.99,2,East,Consumer,2013-04-27 00:00:00.000,Standard Class,7.53,Art,16
Office Supplies,New York City,United States,PS-189704,Paul Stevenson,0.0,2013-05-10 00:00:00.000,CA-2013-161158,Medium,OFF-AR-10000462,Sanford Pocket Accent Highlighters,3.44,5,East,Home Office,2013-05-14 00:00:00.000,Standard Class,0.64,Art,19
Office Supplies,New York City,United States,JG-158054,John Grady,0.0,2013-06-27 00:00:00.000,CA-2013-100790,Medium,OFF-AR-10003045,Prang Colored Pencils,6.615,5,East,Corporate,2013-07-03 00:00:00.000,Standard Class,1.04,Art,26
Office Supplies,New York City,United States,SW-207554,Steven Ward,0.0,2013-07-15 00:00:00.000,CA-2013-137050,Medium,OFF-AR-10004999,Newell 315,10.465,7,East,Corporate,2013-07-19 00:00:00.000,Second Class,3.34,Art,29
Office Supplies,New York City,United States,LM-170654,Liz MacKendrick,0.0,2013-08-07 00:00:00.000,CA-2013-105263,High,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",15.7194,9,East,Consumer,2013-08-12 00:00:00.000,Standard Class,4.33,Art,32
Office Supplies,New York City,United States,JP-154604,Jennifer Patt,0.0,2013-08-24 00:00:00.000,CA-2013-158001,Medium,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",8.733,5,East,Corporate,2013-08-28 00:00:00.000,Standard Class,2.21,Art,34
Office Supplies,New York City,United States,JP-154604,Jennifer Patt,0.0,2013-08-24 00:00:00.000,CA-2013-158001,Medium,OFF-AR-10001954,Newell 331,7.9218,6,East,Corporate,2013-08-28 00:00:00.000,Standard Class,2.93,Art,34
Office Supplies,New York City,United States,KD-162704,Karen Daniels,0.0,2013-09-03 00:00:00.000,CA-2013-130407,Medium,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,19.6248,2,East,Consumer,2013-09-07 00:00:00.000,Standard Class,6.68,Art,36
Office Supplies,New York City,United States,BW-111104,Bart Watters,0.0,2013-10-14 00:00:00.000,CA-2013-101161,Low,OFF-AR-10001860,BIC Liqua Brite Liner,12.492,5,East,Corporate,2013-10-21 00:00:00.000,Standard Class,6.12,Art,42
Office Supplies,New York City,United States,DL-133304,Denise Leinenbach,0.0,2013-10-29 00:00:00.000,CA-2013-125815,High,OFF-AR-10004441,BIC Brite Liner Highlighters,5.2164,3,East,Consumer,2013-11-02 00:00:00.000,Second Class,1.66,Art,44
Office Supplies,New York City,United States,EH-137654,Edward Hooks,0.0,2013-10-31 00:00:00.000,CA-2013-153836,Medium,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,32.186,5,East,Corporate,2013-11-04 00:00:00.000,Standard Class,6.83,Art,44
Office Supplies,New York City,United States,EB-137504,Edward Becker,0.0,2013-11-12 00:00:00.000,CA-2013-145548,Medium,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",25.0938,3,East,Corporate,2013-11-17 00:00:00.000,Standard Class,9.97,Art,46
Office Supplies,New York City,United States,CK-127604,Cyma Kinney,0.0,2013-11-14 00:00:00.000,CA-2013-101336,Medium,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",39.41,5,East,Corporate,2013-11-19 00:00:00.000,Standard Class,14.87,Art,46
Office Supplies,New York City,United States,DP-130004,Darren Powers,0.0,2013-11-15 00:00:00.000,CA-2013-166618,Medium,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,6.149,1,East,Consumer,2013-11-19 00:00:00.000,Standard Class,1.61,Art,46
Office Supplies,New York City,United States,TB-213554,Todd Boyes,0.0,2013-11-23 00:00:00.000,CA-2013-154711,Medium,OFF-AR-10001860,BIC Liqua Brite Liner,7.4952,3,East,Corporate,2013-11-27 00:00:00.000,Standard Class,2.28,Art,47
Office Supplies,New York City,United States,NS-186404,Noel Staavos,0.0,2013-12-13 00:00:00.000,CA-2013-169824,Medium,OFF-AR-10000462,Sanford Pocket Accent Highlighters,4.816,7,East,Corporate,2013-12-18 00:00:00.000,Standard Class,0.71,Art,50
Office Supplies,New York City,United States,MH-174404,Mark Haberlin,0.0,2013-12-20 00:00:00.000,CA-2013-141523,Medium,OFF-AR-10001545,Newell 326,1.0208,2,East,Corporate,2013-12-25 00:00:00.000,Second Class,0.09,Art,51
Office Supplies,New York City,United States,DB-134054,Denny Blanton,0.0,2014-03-18 00:00:00.000,CA-2014-140949,Medium,OFF-AR-10001683,Lumber Crayons,22.458,6,East,Consumer,2014-03-23 00:00:00.000,Second Class,3.28,Art,12
Office Supplies,New York City,United States,JL-158354,John Lee,0.0,2014-03-26 00:00:00.000,CA-2014-105193,Low,OFF-AR-10001547,Newell 311,2.9835,5,East,Consumer,2014-04-01 00:00:00.000,Standard Class,1.2,Art,13
Office Supplies,New York City,United States,TA-213854,Tom Ashbrook,0.0,2014-04-05 00:00:00.000,CA-2014-140536,Medium,OFF-AR-10001545,Newell 326,2.0416,4,East,Home Office,2014-04-06 00:00:00.000,First Class,1.73,Art,14
Office Supplies,New York City,United States,BS-118004,Bryan Spruell,0.0,2014-04-10 00:00:00.000,CA-2014-135279,High,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,9.7119,3,East,Home Office,2014-04-12 00:00:00.000,First Class,8.05,Art,15
Office Supplies,New York City,United States,ZC-219104,Zuschuss Carroll,0.0,2014-05-12 00:00:00.000,CA-2014-115322,Medium,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,12.7368,3,East,Consumer,2014-05-17 00:00:00.000,Second Class,2.78,Art,20
Office Supplies,New York City,United States,LC-169304,Linda Cazamias,0.0,2014-06-11 00:00:00.000,CA-2014-167080,High,OFF-AR-10001868,Prang Dustless Chalk Sticks,4.2,5,East,Corporate,2014-06-15 00:00:00.000,Standard Class,1.16,Art,24
Office Supplies,New York City,United States,SB-201704,Sarah Bern,0.0,2014-06-13 00:00:00.000,CA-2014-108441,Medium,OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,16.6764,3,East,Consumer,2014-06-19 00:00:00.000,Standard Class,2.97,Art,24
Office Supplies,New York City,United States,MM-180554,Michelle Moray,0.0,2014-07-16 00:00:00.000,CA-2014-164378,Medium,OFF-AR-10001177,Newell 349,1.9024,2,East,Consumer,2014-07-19 00:00:00.000,Second Class,0.38,Art,29
Office Supplies,New York City,United States,AC-106154,Ann Chong,0.0,2014-09-03 00:00:00.000,CA-2014-157987,High,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,2.214,3,East,Corporate,2014-09-07 00:00:00.000,Standard Class,0.78,Art,36
Office Supplies,New York City,United States,AC-106154,Ann Chong,0.0,2014-09-03 00:00:00.000,CA-2014-157987,High,OFF-AR-10000658,Newell 324,6.468,2,East,Corporate,2014-09-07 00:00:00.000,Standard Class,4.09,Art,36
Office Supplies,New York City,United States,KB-164054,Katrina Bavinger,0.0,2014-09-04 00:00:00.000,CA-2014-161067,High,OFF-AR-10003251,Prang Drawing Pencil Set,2.224,2,East,Home Office,2014-09-07 00:00:00.000,Second Class,0.91,Art,36
Office Supplies,New York City,United States,RB-197054,Roger Barcio,0.0,2014-09-15 00:00:00.000,CA-2014-152975,High,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,East,Home Office,2014-09-17 00:00:00.000,First Class,3.53,Art,38
Office Supplies,New York City,United States,KW-164354,Katrina Willman,0.0,2014-09-26 00:00:00.000,CA-2014-144904,Medium,OFF-AR-10003732,Newell 333,1.4456,2,East,Consumer,2014-10-02 00:00:00.000,Standard Class,0.42,Art,39
Office Supplies,New York City,United States,CC-124304,Chuck Clark,0.0,2014-10-04 00:00:00.000,CA-2014-143035,Medium,OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",3.1161,3,East,Home Office,2014-10-06 00:00:00.000,Second Class,0.45,Art,40
Office Supplies,New York City,United States,SR-204254,Sharelle Roach,0.0,2014-11-09 00:00:00.000,CA-2014-143658,Medium,OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,32.97,5,East,Home Office,2014-11-14 00:00:00.000,Second Class,10.2,Art,46
Office Supplies,New York City,United States,CD-119204,Carlos Daly,0.0,2014-11-21 00:00:00.000,CA-2014-111556,Critical,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,19.3116,3,East,Consumer,2014-11-23 00:00:00.000,First Class,21.57,Art,47
Office Supplies,New York City,United States,KA-165254,Kelly Andreada,0.0,2014-11-25 00:00:00.000,CA-2014-168641,Low,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",7.371,9,East,Consumer,2014-12-02 00:00:00.000,Standard Class,2.44,Art,48
Office Supplies,New York City,United States,RP-193904,Resi Pölking,0.0,2014-11-28 00:00:00.000,CA-2014-103352,Medium,OFF-AR-10001573,American Pencil,2.0271,3,East,Consumer,2014-12-01 00:00:00.000,Second Class,0.47,Art,48
Office Supplies,New York City,United States,DJ-136304,Doug Jacobs,0.0,2014-12-19 00:00:00.000,CA-2014-115602,Medium,OFF-AR-10000462,Sanford Pocket Accent Highlighters,1.376,2,East,Consumer,2014-12-25 00:00:00.000,Standard Class,0.18,Art,51
Office Supplies,New York City,United States,DJ-136304,Doug Jacobs,0.0,2014-12-19 00:00:00.000,CA-2014-115602,Medium,OFF-AR-10002280,Staples,17.469,6,East,Consumer,2014-12-25 00:00:00.000,Standard Class,2.55,Art,51
Office Supplies,New York City,United States,CS-122504,Chris Selesnick,0.0,2011-02-08 00:00:00.000,US-2011-169390,Critical,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,9.744,4,East,Corporate,2011-02-11 00:00:00.000,Second Class,19.07,Storage,7
Office Supplies,New York City,United States,BK-112604,Berenike Kampe,0.0,2011-08-03 00:00:00.000,CA-2011-125612,Medium,OFF-ST-10003221,Staples,5.7672,2,East,Consumer,2011-08-08 00:00:00.000,Standard Class,1.39,Storage,32
Office Supplies,New York City,United States,KL-166454,Ken Lonsdale,0.0,2011-08-11 00:00:00.000,CA-2011-154641,Medium,OFF-ST-10004459,Tennsco Single-Tier Lockers,18.767,1,East,Consumer,2011-08-16 00:00:00.000,Standard Class,27.88,Storage,33
Office Supplies,New York City,United States,LD-170054,Lisa DeCherney,0.0,2011-09-29 00:00:00.000,CA-2011-124856,High,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",362.8404,9,East,Consumer,2011-10-03 00:00:00.000,Second Class,143.17,Storage,40
Office Supplies,New York City,United States,NM-184454,Nathan Mautz,0.0,2011-11-04 00:00:00.000,CA-2011-164973,High,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",13.071,1,East,Home Office,2011-11-09 00:00:00.000,Standard Class,3.64,Storage,45
Office Supplies,New York City,United States,MP-181754,Mike Pelletier,0.0,2011-11-25 00:00:00.000,CA-2011-119151,High,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",55.896,4,East,Home Office,2011-11-29 00:00:00.000,Second Class,105.31,Storage,48
Office Supplies,New York City,United States,BT-115304,Bradley Talbott,0.0,2011-12-22 00:00:00.000,CA-2011-146864,Medium,OFF-ST-10004946,Desktop 3-Pocket Hot File,56.264,4,East,Home Office,2011-12-26 00:00:00.000,Standard Class,10.54,Storage,52
Office Supplies,New York City,United States,TB-215204,Tracy Blumstein,0.0,2011-12-26 00:00:00.000,CA-2011-168473,Medium,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,19.188,6,East,Consumer,2012-01-01 00:00:00.000,Standard Class,18.42,Storage,53
Office Supplies,New York City,United States,LF-171854,Luke Foster,0.0,2012-03-05 00:00:00.000,CA-2012-109512,Critical,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",67.608,4,East,Consumer,2012-03-05 00:00:00.000,Same Day,49.81,Storage,10
Office Supplies,New York City,United States,HR-148304,Harold Ryan,0.0,2012-03-17 00:00:00.000,CA-2012-110632,Medium,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",9.1314,2,East,Corporate,2012-03-22 00:00:00.000,Second Class,3.43,Storage,11
Office Supplies,New York City,United States,DH-130754,Dave Hallsten,0.0,2012-03-20 00:00:00.000,CA-2012-159534,High,OFF-ST-10001172,"Tennsco Lockers, Sand",20.1408,4,East,Corporate,2012-03-23 00:00:00.000,First Class,12.13,Storage,12
